,Company,Location_HQ,Industry,Percentage,Date,Source,Funds_Raised,Stage,Date_Added,Country,Census Count,List_of_Employees_Laid_Off
2086,DJI,SF Bay Area,Consumer,0.3057142857142857,24-02-2021,https://dronelife.com/2021/02/24/dji-layoffs-in-palo-alto-office-will-remain-open/,105.0,Unknown,25-02-2021 21:43,United States,161.75,Unknown
2087,Ninjacart,Bengaluru,Food,0.35285714285714287,23-02-2021,https://inc42.com/buzz/ninjacart-employee-layoffs/,194.0,Unknown,23-02-2021 23:14,India,200.0,Unknown
2088,Bounce,Bengaluru,Transportation,0.4,22-02-2021,https://economictimes.indiatimes.com/tech/startups/bounce-goes-for-second-round-of-layoffs-as-demand-for-mobility-lags/articleshow/81144047.cms,214.2,Series D,22-02-2021 23:38,India,200.0,Unknown
2089,ThredUp,Chicago,Retail,0.6,09-02-2021,https://www.chicagotribune.com/business/ct-biz-thredup-vernon-hills-layoffs-20210209-m7a47qe53vf2neztz26ouko23i-story.html,305.0,Series F,09-02-2021 23:15,United States,243.0,Unknown
2090,Indigo,Boston,Other,0.8,09-02-2021,https://www.bizjournals.com/boston/news/2021/02/09/indigo-layoffs-across-multiple-locations.html,1200.0,Series F,11-02-2021 22:42,United States,80.0,Unknown
2091,Limelight,New York City,Recruiting,1.0,04-02-2021,Company exec,619.5,Unknown,05-02-2021 16:50,United States,13.0,Unknown
2092,Quandoo,Berlin,Food,0.2,03-02-2021,https://www.berliner-zeitung.de/en/berlin-reservation-platform-quandoo-slashes-jobs-li.137352,39.0,Acquired,18-02-2021 01:02,Germany,87.0,Unknown
2093,Hubba,Toronto,Retail,1.0,01-02-2021,https://betakit.com/hubba-to-shut-down/,61.0,Series B,03-02-2021 18:03,Canada,45.0,Unknown
2094,Bytedance,Mumbai,Consumer,0.7875,27-01-2021,https://entrackr.com/2021/01/bytedance-set-to-wrap-up-indian-ops-and-lay-off-over-1800-employees/,7400.0,Unknown,28-01-2021 00:27,India,1800.0,Unknown
2095,Privitar,London,Data,0.575,27-01-2021,https://www.bizjournals.com/boston/inno/stories/news/2021/01/27/layoffs-at-privitar-coronavirus-boston.html,150.0,Series C,28-01-2021 18:15,United Kingdom,20.0,Unknown
2096,Shutterfly,SF Bay Area,Retail,0.36250000000000004,25-01-2021,https://thedeadpixelssociety.com/lifetouch-shutterfly-staff-reductions-near-800/,50.0,Acquired,26-01-2023 21:07,United States,800.0,Unknown
2097,Postmates,SF Bay Area,Food,0.15,23-01-2021,https://www.nytimes.com/2021/01/23/technology/uber-postmates-layoffs.html,763.0,Acquired,25-01-2021 00:21,United States,180.0,Unknown
2098,Instacart,SF Bay Area,Food,0.575,21-01-2021,https://www.bloomberg.com/news/articles/2021-01-21/instacart-to-cut-1-900-jobs-including-its-only-union-positions,2400.0,Unknown,21-01-2021 22:15,United States,1877.0,Unknown
2099,Pocketmath,Singapore,Marketing,1.0,20-01-2021,https://www.businessinsider.com/mobile-advertising-company-pocketmath-shut-down-facing-lawsuits-2021-1,20.0,Unknown,21-01-2021 22:17,Singapore,21.0,Unknown
2100,Dropbox,SF Bay Area,Other,0.15,13-01-2021,https://www.cnbc.com/2021/01/13/dropbox-to-cut-11percent-of-its-global-workforce.html,1700.0,Post-IPO,13-01-2021 17:21,United States,315.0,Unknown
2101,Aura Financial,SF Bay Area,Finance,1.0,11-01-2021,https://www.linkedin.com/pulse/farewell-aura-your-mission-endures-james-gutierrez/,584.0,Unknown,28-01-2021 22:31,United States,810.0,Unknown
2102,Simple,Portland,Finance,1.0,07-01-2021,https://www.oregonlive.com/silicon-forest/2021/01/simple-portland-online-banker-is-shutting-down.html,15.0,Acquired,08-01-2021 01:27,United States,1305.0,Unknown
2103,WhiteHat Jr,Mumbai,Education,0.9333333333333333,06-01-2021,https://inc42.com/buzz/whitehat-jr-employees-transition-opportunity-byjus/,11.0,Acquired,11-01-2021 16:19,India,1800.0,Unknown
2104,Pulse Secure,SF Bay Area,Security,0.8666666666666667,23-12-2020,https://www.bizjournals.com/sanjose/news/2020/12/23/pulse-secure-layoffs.html,71.0,Acquired,28-12-2020 20:03,United States,78.0,Unknown
2105,Breather,Montreal,Real Estate,0.8,16-12-2020,https://www.theglobeandmail.com/business/article-breather-hopes-for-second-wind-as-montreal-flexible-workspace-provider/,131.0,Series D,17-12-2020 17:19,Canada,120.0,Unknown
2106,Actifio,Boston,Data,0.6625000000000001,16-12-2020,https://www.bizjournals.com/boston/news/2020/12/16/actifio-layoffs-google.html,352.0,Acquired,17-12-2020 23:04,United States,54.0,Unknown
2107,OYO,Gurugram,Travel,0.525,08-12-2020,https://www.forbesindia.com/news/business/startup/exclusive-oyo-lays-off-another-600-800-employees-as-it-moves-to-a-revenue-sharing-model-6202571.html,3200.0,Series F,09-12-2020 05:22,India,600.0,Unknown
2108,Zinier,SF Bay Area,HR,0.3875,25-11-2020,LinkedIn,120.0,Series C,01-12-2020 16:28,United States,302.5,Unknown
2109,Aya,Toronto,Finance,0.25,19-11-2020,https://betakit.com/fintech-and-healthtech-startup-aya-comes-out-of-stealth-with-3-2-million-cad-in-seed-financing/,3.0,Seed,19-11-2020 23:11,United States,5.0,Unknown
2110,Domio,New York City,Real Estate,0.5,18-11-2020,https://therealdeal.com/national/2020/11/18/short-term-rental-operator-domio-shuts-down/,116.0,Series B,19-11-2020 23:01,United States,79.5,Unknown
2111,Bridge Connector,Nashville,Healthcare,1.0,17-11-2020,https://www.nashvillepost.com/business/health-care/article/21144528/bridge-connector-closing-down,45.0,Series B,19-11-2020 23:19,United States,154.0,Unknown
2112,Tidepool,SF Bay Area,Healthcare,0.4,17-11-2020,https://www.linkedin.com/posts/tidepoolorg_activity-6734927153630183424-s-x0/,56.0,Unknown,09-01-2021 05:20,United States,18.0,Unknown
2113,Igenous,Seattle,Data,0.43333333333333335,17-11-2020,https://blocksandfiles.com/2020/11/17/igneous-layoffs/,67.0,Series C,19-11-2020 23:14,United States,22.0,Unknown
2114,Scoop,SF Bay Area,Transportation,0.4666666666666667,17-11-2020,https://layoffs.fyi/2020/12/02/scoop-conducts-second-layoff-in-2020/,95.0,Series C,02-12-2020 17:28,United States,26.0,Unknown
2115,Worksmith,Austin,Retail,0.5,09-11-2020,https://www.bizjournals.com/austin/inno/stories/profiles/2020/11/09/pandemic-forced-worksmith-to-innovate.html,3.8,Unknown,12-11-2020 20:04,United States,30.0,Unknown
2116,Rubica,Seattle,Security,1.0,05-11-2020,https://www.geekwire.com/2020/seattle-cybersecurity-startup-rubica-shuts-running-cash/,14.0,Series A,23-12-2020 05:40,United States,30.0,Unknown
2117,Bossa Nova,SF Bay Area,Retail,0.5,02-11-2020,https://www.cnbc.com/2020/11/02/walmart-ends-contract-with-robotics-company-bossa-nova-report-says.html,101.6,Unknown,05-11-2020 22:16,United States,30.0,Unknown
2118,LivePerson,New York City,Support,0.36,01-11-2020,https://en.globes.co.il/en/article-liveperson-to-lay-off-30-in-israel-1001347824#,42.0,Post-IPO,21-01-2023 22:51,United States,30.0,Unknown
2119,Remedy,Austin,Healthcare,0.22000000000000003,29-10-2020,https://www.bizjournals.com/austin/news/2020/10/29/health-tech-startup-remedy-lays-off-82-employees.html,12.5,Series A,03-11-2020 16:11,United States,82.0,Unknown
2120,Knotel,New York City,Real Estate,0.08,29-10-2020,https://www.businessinsider.com/knotel-layoffs-job-cuts-coworking-fundraise-amol-sarva-office-demand-2020-10,560.0,Series C,03-11-2020 16:13,United States,20.0,Unknown
2121,Cheetah,SF Bay Area,Food,0.3866666666666667,25-10-2020,https://layoffs.fyi/2020/11/04/cheetah-conducts-layoff-cites-challenges-facing-the-restaurant-industry/,67.0,Series B,04-11-2020 17:54,United States,14.0,Unknown
2122,CodeCombat,SF Bay Area,Education,0.6933333333333334,23-10-2020,https://layoffs.fyi/2020/10/23/codecombat-launches-alumni-talent-directory-following-layoff/,8.0,Series A,23-10-2020 16:33,United States,8.0,Unknown
2123,Quibi,Los Angeles,Media,1.0,21-10-2020,https://layoffs.fyi/2020/11/03/quibi-layoff-list-surfaces-after-company-shuts-down/,1800.0,Private Equity,22-10-2020 14:11,United States,35.33333333333333,Unknown
2124,Zomato,Jakarta,Food,0.585,20-10-2020,https://dailysocial.id/post/zomato-to-disband-indonesia-local-operation,914.0,Series J,22-10-2020 14:50,Indonesia,62.666666666666664,Unknown
2125,GetYourGuide,Berlin,Travel,0.17,14-10-2020,https://www.reuters.com/article/tech-getyourguide/german-travel-startup-getyourguide-lets-go-of-a-sixth-of-staff-idUSL8N2H544X,656.0,Series E,16-10-2020 19:52,Germany,90.0,Unknown
2126,OLX India,New Delhi,Marketing,0.13333333333333333,10-10-2020,https://inc42.com/buzz/olx-india-lays-off-250-employees-set-to-renew-focus-on-2-verticals/,28.0,Acquired,12-10-2020 17:12,India,250.0,Unknown
2127,Chef,Seattle,Infrastructure,0.09666666666666666,08-10-2020,https://www.geekwire.com/2020/progress-makes-layoffs-chef-220m-acquisition-says-remains-committed-roadmap/,105.0,Acquired,16-10-2020 19:54,United States,148.5,Unknown
2128,Alto Pharmacy,SF Bay Area,Healthcare,0.06,29-09-2020,https://layoffs.fyi/2020/10/07/alto-pharmacy-lays-off-47-employees/,356.0,Series D,07-10-2020 19:46,United States,47.0,Unknown
2129,TheWrap,Los Angeles,Media,0.08499999999999999,29-09-2020,https://nypost.com/2020/09/29/ex-hollywood-reporter-billboard-exec-lynne-segall-lands-at-the-wrap/,3.5,Series B,30-09-2020 18:17,United States,85.6,Unknown
2130,HumanForest,London,Transportation,0.11,25-09-2020,https://techcrunch.com/2020/09/25/humanforest-suspends-london-e-bike-sharing-service-cuts-jobs-after-customer-accident/,1.54,Private Equity,28-09-2020 19:51,United Kingdom,124.2,Unknown
2131,WeWork ,Shenzen,Real Estate,0.135,23-09-2020,https://techcrunch.com/2020/09/23/wework-sells-majority-stake-in-chinese-entity-seeks-localization/,19500.0,Series H,28-09-2020 19:49,China,162.8,Unknown
2132,Air,New York City,Marketing,0.16,16-09-2020,https://air.inc/blog/series-a,18.0,Series A,21-09-2020 16:32,United States,201.4,Unknown
2133,NS8,Las Vegas,Data,0.95,11-09-2020,https://twitter.com/VitalVegas/status/1304355796008853506,157.9,Series A,11-09-2020 15:08,United States,240.0,Unknown
2134,Bleacher Report,London,Media,0.975,11-09-2020,https://awfulannouncing.com/br/more-layoffs-in-works-at-bleacher-report.html,40.5,Acquired,12-09-2020 01:52,United Kingdom,20.0,Unknown
2135,HubHaus,SF Bay Area,Real Estate,1.0,11-09-2020,https://www.theinformation.com/articles/co-living-startup-hubhaus-plans-to-shut-down,13.4,Series A,12-09-2020 01:54,United States,25.0,Unknown
2136,Waze,SF Bay Area,Transportation,0.054,09-09-2020,https://www.theverge.com/2020/9/9/21428907/waze-layoff-pandemic-google-navigation-driving,67.0,Acquired,10-09-2020 14:30,United States,30.0,Unknown
2137,Ouster,SF Bay Area,Transportation,0.1,08-09-2020,https://techcrunch.com/2020/09/08/lidar-startup-ouster-raises-42m-in-push-to-grow-sales-diversify-products/,132.0,Series B,09-09-2020 16:30,United States,74.0,Unknown
2138,Swing Education,SF Bay Area,Education,0.4,05-09-2020,https://www.sfchronicle.com/business/article/Bay-Area-startups-connect-families-teachers-for-15544289.php,22.8,Series B,08-09-2020 17:45,United States,118.0,Unknown
2139,Akerna,Denver,Logistics,0.7,02-09-2020,https://mjbizdaily.com/cannabis-tech-platform-akernas-ample-organics-acquisition-spurs-layoffs-leadership-changes/,26.4,Post-IPO,04-09-2020 15:11,United States,162.0,Unknown
2140,Awok,Dubai,Retail,1.0,02-09-2020,https://www.menabytes.com/awok-shuts-down/,30.0,Series A,02-09-2020 18:23,United Arab Emirates,206.0,Unknown
2141,Big Fish Games,Seattle,Media,0.5549999999999999,01-09-2020,https://venturebeat.com/2020/09/01/big-fish-games-cuts-250-jobs-and-streamlines-mobile-game-operations/,95.2,Acquired,02-09-2020 18:43,United States,250.0,Unknown
2142,GoBear,Singapore,Finance,0.11,01-09-2020,https://layoffs.fyi/2020/09/13/gobear-launches-talent-directory-after-laying-off-22-employees/,97.0,Unknown,02-09-2020 17:45,Singapore,22.0,Unknown
2143,MakeMyTrip,New Delhi,Travel,0.1,31-08-2020,https://yourstory.com/2020/08/makemytrip-restructuring-layoffs-deep-kalra,548.0,Post-IPO,02-09-2020 17:45,India,350.0,Unknown
2144,Salesforce,SF Bay Area,Sales,0.0185,26-08-2020,https://www.bloomberg.com/news/articles/2020-08-26/salesforce-cuts-1-000-jobs-after-banner-quarter-stock-surge,65.4,Post-IPO,26-08-2020 20:28,United States,1000.0,Unknown
2145,kununu,Boston,Recruiting,0.1748,26-08-2020,https://www.linkedin.com/posts/dan-sirk-a220902_after-4-years-at-kununu-continuously-improving-activity-6699389550428512256-X2X4/,50.7,Acquired,02-09-2020 18:27,United States,515.0,Unknown
2146,Superloop,Brisbane,Infrastructure,0.33110000000000006,24-08-2020,https://www.arnnet.com.au/article/682373/superloop-reduces-losses-30-workers-laid-off-amid-covid-19/,36.0,Post-IPO,26-06-2022 23:50,Australia,30.0,Unknown
2147,Spaces,Los Angeles,Media,0.4874000000000001,24-08-2020,https://www.protocol.com/apple-vr-ar-spaces-acquisition,9.5,Acquired,26-08-2020 02:09,United States,22.666666666666668,Unknown
2148,StreamSets,SF Bay Area,Data,0.6437,20-08-2020,https://www.fastcompany.com/90540630/my-startup-made-difficult-layoffs-heres-how-i-kept-morale-up-and-our-culture-intact,76.2,Series C,24-08-2020 21:47,United States,15.333333333333334,Unknown
2149,Docly,London,Healthcare,0.8,19-08-2020,https://sifted.eu/articles/docly-slash-in-uk/,15.5,Seed,20-08-2020 17:02,United Kingdom,8.0,Unknown
2150,Mapify,Berlin,Travel,0.9,19-08-2020,https://www.linkedin.com/posts/patrickhaede_yesterday-we-communicated-the-sad-news-that-activity-6702202576349208576-3_BQ/,1.3,Seed,25-08-2020 19:29,Germany,13.5,Unknown
2151,Lumina Networks,SF Bay Area,Infrastructure,1.0,18-08-2020,https://www.luminanetworks.com/newsroom/lumina-networks-to-wind-down/,10.0,Series A,20-08-2020 17:09,United States,19.0,Unknown
2152,DJI,Shenzen,Consumer,0.85,17-08-2020,https://www.reuters.com/article/us-china-tech-dji-focus/chinese-dronemaker-dji-makes-sweeping-cuts-in-long-march-reforms-idUSKCN25D0HF,105.0,Unknown,18-08-2020 21:01,China,24.5,Unknown
2153,Shopify,Ottawa,Retail,0.7,14-08-2020,https://betakit.com/shopify-cuts-office-staff-amid-remote-work-shift/,122.3,Post-IPO,14-08-2020 16:28,Canada,30.0,Unknown
2154,InVision,New York City,Product,0.55,14-08-2020,LinkedIn,350.2,Series F,19-08-2020 15:48,United States,103.33333333333333,Unknown
2155,HopSkipDrive,Los Angeles,Transportation,0.4,12-08-2020,https://dot.la/hopskipdrive-the-ridesharing-app-for-kids-announces-layoffs-2646963481.html,45.0,Unknown,13-08-2020 04:50,United States,176.66666666666666,Unknown
2156,Mozilla,SF Bay Area,Consumer,0.25,11-08-2020,https://layoffs.fyi/2020/08/12/mozilla-lays-off-250-employees-launches-talent-directory/,2.3,Unknown,11-08-2020 15:32,United States,250.0,Unknown
2157,Eatsy,Singapore,Food,1.0,08-08-2020,https://www.businesstimes.com.sg/garage/food-ordering-startup-eatsy-shutters-operations-0,0.9755,Seed,10-08-2020 18:04,Singapore,20.0,Unknown
2158,Glossier,New York City,Retail,0.38,07-08-2020,https://www.glossier.com/blog/retail-update-covid19,186.4,Series D,19-08-2020 17:43,United States,150.0,Unknown
2159,The Appraisal Lane,Montevideo,Transportation,0.44,07-08-2020,https://layoffs.fyi/2020/08/11/the-appraisal-lane-shuts-down-uruguay-operation-releases-talent-directory/,1.8,Seed,11-08-2020 15:38,Uruguay,112.5,Unknown
2160,Thriver,Toronto,Food,0.5,06-08-2020,https://betakit.com/platterz-raises-43-8-million-cad-series-b-rebrands-to-thriver-as-company-pivots-post-pandemic/,53.0,Series B,07-08-2020 17:41,Canada,75.0,Unknown
2161,Vesta,Atlanta,Sales,0.375,05-08-2020,https://www.americaninno.com/atlanta/roundups/the-atlanta-tech-layoffs-that-happened-this-summer/,20.0,Unknown,06-08-2020 21:47,United States,56.0,Unknown
2162,Booking.com,Amsterdam,Travel,0.25,30-07-2020,https://skift.com/2020/08/04/booking-com-restructuring-will-pare-its-workforce-by-up-to-25-percent/,31.2,Acquired,04-08-2020 15:02,Netherlands,4375.0,Unknown
2163,Buy.com / Rakuten,SF Bay Area,Retail,1.0,30-07-2020,https://techcrunch.com/2020/07/30/rakuten-is-shuttering-the-online-shop-formerly-known-as-buy-com/,42.4,Acquired,31-07-2020 16:36,United States,87.0,Unknown
2164,tZero,New York City,Finance,0.6966666666666667,30-07-2020,https://www.businesswire.com/news/home/20200729005299/en/tZERO-CEO-Saum-Noursalehi-Update-Company-Progress,472.0,Acquired,30-07-2020 19:25,United States,118.0,Unknown
2165,Pared,SF Bay Area,Food,0.3933333333333333,29-07-2020,https://layoffs.fyi/list/pared/,13.0,Unknown,31-07-2020 14:13,United States,149.0,Unknown
2166,Procore,Los Angeles,Construction,0.09,28-07-2020,https://www.bloomberg.com/news/articles/2020-07-28/software-startup-procore-said-to-cut-180-jobs-ahead-of-ipo,649.0,Unknown,28-07-2020 23:43,United States,180.0,Unknown
2167,Swiggy,Bengaluru,Food,0.05,27-07-2020,https://www.livemint.com/companies/news/350-swiggy-employees-lose-their-jobs-in-round-2-of-layoffs-11595951553823.html,1600.0,Series I,28-07-2020 20:25,India,350.0,Unknown
2168,Zeitgold,Berlin,Finance,0.72,27-07-2020,https://layoffs.fyi/2020/08/04/bookkeeping-startup-zeitgold-lays-off-75-employees-and-pivots-to-tax-prep-software/,60.18,Series B,03-08-2020 17:27,Germany,75.0,Unknown
2169,Perkbox,London,HR,0.42,27-07-2020,https://layoffs.fyi/2020/07/27/hr-tech-startup-perkbox-launches-talent-directory-following-layoff/,29.7,Unknown,27-07-2020 15:46,United Kingdom,69.5,Unknown
2170,Checkr,SF Bay Area,HR,0.12,23-07-2020,https://layoffs.fyi/2020/07/28/checkr-lays-off-64-employees/,309.0,Series D,24-07-2020 15:51,United States,64.0,Unknown
2171,Sorabel,Jakarta,Retail,1.0,23-07-2020,https://e27.co/indonesian-e-commerce-platform-sorabel-to-shut-down-by-end-of-july-20200723/,27.0,Series B,24-07-2020 16:55,Indonesia,512.0,Unknown
2172,LinkedIn,SF Bay Area,Recruiting,0.06,21-07-2020,https://layoffs.fyi/2020/08/04/linkedin-launches-official-talent-directory-after-laying-off-960-employees/,154.0,Acquired,21-07-2020 14:44,United States,960.0,Unknown
2173,Lighter Capital,Seattle,Finance,0.49,20-07-2020,https://www.geekwire.com/2020/seattle-based-alternative-vc-firm-lighter-capital-lays-off-employees/,15.0,Series B,20-07-2020 15:15,United States,22.0,Unknown
2174,Curefit,Bengaluru,Fitness,0.37666666666666665,17-07-2020,https://tech.economictimes.indiatimes.com/news/internet/curefit-cuts-jobs-furloughs-600-staff-in-second-round-of-layoffs-as-business-suffers-amid-lockdown/77013891,404.6,Series D,17-07-2020 22:01,India,120.0,Unknown
2175,Snaptravel,Toronto,Travel,0.2633333333333333,16-07-2020,https://www.fastcompany.com/90528345/how-this-travel-startup-became-profitable-during-the-pandemic,22.4,Series A,17-07-2020 03:14,Canada,90.0,Unknown
2176,Optimizely,SF Bay Area,Marketing,0.15,15-07-2020,https://techcrunch.com/2020/07/15/benchmark-backed-optimizely-confirms-it-has-laid-off-15-percent-of-staff/,251.2,Series D,16-07-2020 15:38,United States,60.0,Unknown
2177,Skyscanner,Edinburgh,Travel,0.2,14-07-2020,https://layoffs.fyi/2020/08/12/skyscanner-launches-talent-directory-after-laying-off-300-employees/,197.2,Acquired,14-07-2020 22:41,United Kingdom,300.0,Unknown
2178,Vox Media,Washington D.C.,Media,0.18,14-07-2020,https://www.cnbc.com/2020/07/14/vox-media-preparing-round-of-layoffs-due-to-coronavirus-business-impact.html,307.6,Series F,15-07-2020 03:35,United States,181.5,Unknown
2179,Yelp,SF Bay Area,Consumer,0.16,13-07-2020,https://www.cnbc.com/2020/07/13/yelp-will-bring-back-most-of-its-1100-furloughed-employees-next-month.html,56.0,Post-IPO,13-07-2020 21:02,United States,63.0,Unknown
2180,Bizongo,Mumbai,Logistics,0.14,10-07-2020,https://www.startupnews.fyi/post/bizongo-lays-off-140-employees-to-cut-costs,70.0,Series C,13-07-2020 16:54,India,140.0,Unknown
2181,Zilingo,Singapore,Retail,0.12,09-07-2020,https://zilingotrade.com/en-th/blog/BLGCOMPANYANNOUNCEMENT,307.0,Series D,09-07-2020 19:25,Singapore,100.0,Unknown
2182,PaySense,Mumbai,Finance,0.11125,09-07-2020,https://tech.economictimes.indiatimes.com/news/startups/naspers-owned-payu-lays-off-staff-at-credit-lending-unit-paysense/76872229,25.6,Acquired,10-07-2020 02:00,India,40.0,Unknown
2183,Funding Circle,SF Bay Area,Finance,0.1025,08-07-2020,https://www.altfi.com/article/6790_funding-circle-joins-bounce-back-loan-scheme-as-it-cuts-us-headcount-by-85,746.0,Post-IPO,09-07-2020 17:27,United States,85.0,Unknown
2184,OnDeck,New York City,Finance,0.09375,08-07-2020,https://debanked.com/2020/07/layoffs-at-ondeck/,1200.0,Post-IPO,13-07-2020 16:47,United States,70.5,Unknown
2185,The Wing,New York City,Real Estate,0.08499999999999999,01-07-2020,https://commercialobserver.com/2020/07/the-wing-lays-off-another-56-employees/,117.0,Series C,09-07-2020 17:33,United States,56.0,Unknown
2186,Sharethrough,SF Bay Area,Marketing,0.07625,01-07-2020,https://blog.sharethrough.com/post/adapting-to-covid-19-evolving-to-a-unified-revenue-team-at-sharethrough,38.0,Series D,02-07-2020 03:34,United States,18.0,Unknown
2187,Kongregate,SF Bay Area,Media,0.0675,01-07-2020,https://www.forbes.com/sites/lizlanier/2020/07/01/kongregate-shift-in-focus-brings-layoffs-closes-portal-to-new-games/#148558087323,19.0,Series C,03-07-2020 01:22,United States,12.0,Unknown
2188,Havenly,Denver,Consumer,0.058750000000000004,01-07-2020,https://businessden.com/2020/07/01/havenly-begins-to-rehire-after-pandemic-cuts-wont-reopen-retail-locations/,57.8,Series C,02-07-2020 03:38,United States,5.0,Unknown
2189,G2,Chicago,Marketing,0.05,30-06-2020,https://www.americaninno.com/chicago/inno-news-chicago/layoffs-at-g2-as-the-tech-company-cuts-costs-during-covid/,100.8,Series C,01-07-2020 20:00,United States,17.0,Unknown
2190,Hired,SF Bay Area,Recruiting,0.060000000000000005,30-06-2020,https://www.bizjournals.com/sanfrancisco/news/2020/07/08/ppp-loan-startups-laid-off-employees-bay-area-sf.html,132.0,Series D,09-07-2020 17:31,United States,208.5,Unknown
2191,Katerra,SF Bay Area,Construction,0.07,29-06-2020,https://www.theinformation.com/articles/softbank-backed-katerra-lays-off-more-than-400-employees,1300.0,Series E,30-06-2020 15:49,United States,400.0,Unknown
2192,Bounce,Bengaluru,Transportation,0.22,29-06-2020,https://inc42.com/buzz/bounce-lays-off-130-employees-as-covid-19-impact-hits-mobility-startup/,214.2,Series D,30-06-2020 15:56,India,130.0,Unknown
2193,Argo AI,Munich,Transportation,0.41500000000000004,29-06-2020,https://www.theinformation.com/briefings/58401b,3600.0,Unknown,29-06-2020 18:01,Germany,100.0,Unknown
2194,Bossa Nova,SF Bay Area,Retail,0.61,29-06-2020,https://www.post-gazette.com/business/tech-news/2020/06/29/Bossa-Nova-Robotics-autonomous-robots-layoffs-furloughs-terminations/stories/202006290098,101.6,Unknown,30-06-2020 15:44,United States,61.0,Unknown
2195,New Relic,Portland,Infrastructure,0.8049999999999999,29-06-2020,https://www.bizjournals.com/portland/news/2020/06/29/layoffs-at-new-relic-as-company-combines-2-enginee.html,214.5,Post-IPO,30-06-2020 16:00,United States,20.0,Unknown
2196,Engine eCommerce,Fayetteville,Retail,1.0,28-06-2020,https://talkbusiness.net/2020/06/after-raising-millions-fayetteville-startup-headed-by-john-james-goes-dark/,4.0,Unknown,09-07-2020 17:36,United States,127.75,Unknown
2197,Byton,SF Bay Area,Transportation,0.6866666666666668,27-06-2020,https://www.chinatechnews.com/2020/06/27/26636-byton-us-office-to-cut-staff-by-end-of-june,1200.0,Series C,29-06-2020 17:54,United States,235.5,Unknown
2198,Sprinklr,New York City,Support,0.3733333333333334,25-06-2020,https://layoffs.fyi/2020/06/26/official-sprinklr-layoff-list-surfaces/,228.0,Series F,26-06-2020 02:42,United States,343.25,Unknown
2199,GoDaddy,Austin,Marketing,0.06,24-06-2020,https://domainnamewire.com/2020/06/24/godaddy-plans-layoffs-and-is-closing-austin-offices/,341.6,Post-IPO,25-06-2020 05:21,United States,451.0,Unknown
2200,Sonos,New York City,Consumer,0.12,24-06-2020,https://www.cnbc.com/2020/06/24/sonos-says-its-cutting-12percent-of-global-employees-because-of-covid-19.html,455.2,Post-IPO,25-06-2020 04:51,United States,174.0,Unknown
2201,OYO,Dallas,Travel,0.105,24-06-2020,https://skift.com/2020/06/25/oyo-will-lay-off-most-of-its-furloughed-u-s-employees/,3200.0,Series F,09-07-2020 17:29,United States,302.0,Unknown
2202,Gojek,Jakarta,Transportation,0.09,23-06-2020,https://layoffs.fyi/2020/08/06/gojek-creates-talent-directory-following-430-person-layoff/,4800.0,Series F,23-06-2020 22:28,Indonesia,430.0,Unknown
2203,ScaleFactor,Austin,Finance,0.9,23-06-2020,https://www.forbes.com/sites/davidjeans/2020/06/23/scalefactor-fintech-startup-shuts-down-bessemer-coatue-canaan/#2bef45cf4901,103.0,Series C,23-06-2020 23:45,United States,90.0,Unknown
2204,Dark,SF Bay Area,Product,1.0,23-06-2020,https://layoffs.fyi/2020/06/29/programming-service-dark-releases-layoff-list/,3.0,Seed,29-06-2020 14:46,United States,6.0,Unknown
2205,Intuit,SF Bay Area,Finance,0.07,22-06-2020,https://intuitblog.com/news-social/a-message-from-intuit-ceo-sasan-goodarzi-to-intuit-employees/,18.0,Post-IPO,22-06-2020 22:14,United States,715.0,Unknown
2206,WeWork,London,Real Estate,0.13,19-06-2020,https://www.wired.co.uk/article/wework-redundancies-uk-restructure,19500.0,Series H,27-06-2020 18:14,United Kingdom,200.0,Unknown
2207,Atlas Obscura ,New York City,Media,0.19,18-06-2020,https://www.poynter.org/?locally=atlas-obscura-laid-off-15-including-five-in-editorial-the-company-confirmed-to-poynter,32.0,Series B,23-06-2020 20:46,United States,15.0,Unknown
2208,Navi,Bengaluru,Finance,0.25,17-06-2020,https://inc42.com/buzz/sachin-bansals-navi-general-insurance-lays-off-40-employees/,582.0,Private Equity,20-06-2020 22:24,India,40.0,Unknown
2209,PaisaBazaar,Gurugram,Finance,0.5,16-06-2020,https://thetechportal.com/2020/06/16/policybazaar-paisabazaar-lay-offs/,496.0,Series G,16-06-2020 23:16,India,1500.0,Unknown
2210,Grab,Singapore,Transportation,0.05,16-06-2020,https://layoffs.fyi/2020/06/24/official-grab-layoff-list-released-following-360-person-layoff/,9900.0,Series I,16-06-2020 13:43,Singapore,360.0,Unknown
2211,Splunk,SF Bay Area,Data,0.01,16-06-2020,https://www.bloomberg.com/news/articles/2020-06-17/splunk-joins-tech-s-belt-tightening-with-plan-to-shed-staff,40.0,Post-IPO,18-06-2020 22:48,United States,70.0,Unknown
2212,Redox,Madison,Healthcare,0.25,16-06-2020,https://theredoxpodcast.podbean.com/e/22-layoffs/,50.0,Series C,23-06-2020 13:59,United States,44.0,Unknown
2213,Conga,Denver,Data,0.11,15-06-2020,https://layoffs.fyi/2020/06/23/conga-lays-off-11-following-merger-with-apptus/,117.0,Acquired,23-06-2020 15:02,United States,104.33333333333334,Unknown
